EM_ID,Recency,Frequency,Monetary,F,R,M,RFM Score,Segment
31466882948,103,2,628,2,4,4,424,potential loyalists
31467031686,536,2,199,2,2,3,223,hibernating
31467366414,542,1,69,1,2,2,212,hibernating
31467434150,560,1,69,1,2,2,212,hibernating
31467717350,5,4,1096,3,5,5,535,potential loyalists
31467902850,21,4,256,3,5,3,533,potential loyalists
31468147676,482,3,398,2,2,4,224,hibernating
31468158638,118,5,3445,3,4,5,435,potential loyalists
31468256950,162,17,4452,5,4,5,455,loyal customers
31468371808,539,1,69,1,2,2,212,hibernating
31468383604,76,2,298,2,5,3,523,potential loyalists
31468709708,461,1,279,1,2,3,213,hibernating
31468785356,76,9,1301,4,5,5,545,champions
31468995642,496,1,49,1,2,1,211,hibernating
31469607582,559,1,49,1,2,1,211,hibernating
31469703196,559,1,130,1,2,3,213,hibernating
31469748740,558,1,69,1,2,2,212,hibernating
31469949834,551,1,69,1,2,2,212,hibernating
31470122066,239,3,187,2,3,3,323,about to sleep
31470179826,411,1,49,1,2,1,211,hibernating
31470269612,530,3,977,2,2,5,225,hibernating
31470275930,558,1,69,1,2,2,212,hibernating
31470285580,546,1,69,1,2,2,212,hibernating
31470299832,20,2,369,2,5,4,524,potential loyalists
31470324758,459,1,69,1,2,2,212,hibernating
31470330738,97,6,1104,3,4,5,435,potential loyalists
31470508704,278,2,1008,2,3,5,325,about to sleep
31470938098,503,1,69,1,2,2,212,hibernating
31471080960,305,1,59,1,3,2,312,about to sleep
31471173792,315,1,198,1,3,3,313,about to sleep
31471377062,25,3,608,2,5,4,524,potential loyalists
31472141870,291,4,1045,3,3,5,335,need attention
31472587198,551,1,69,1,2,2,212,hibernating
31472647800,24,4,256,3,5,3,533,potential loyalists
31472671182,532,1,69,1,2,2,212,hibernating
31472791286,540,1,69,1,2,2,212,hibernating
31472852504,559,1,69,1,2,2,212,hibernating
31473206908,559,1,130,1,2,3,213,hibernating
31473275934,553,1,69,1,2,2,212,hibernating
31473279876,77,1,59,1,5,2,512,new customers
31473580124,545,1,69,1,2,2,212,hibernating
31473601186,539,1,69,1,2,2,212,hibernating
31473832560,552,1,69,1,2,2,212,hibernating
31473843944,559,1,1098,1,2,5,215,hibernating
31474116058,461,1,478,1,2,4,214,hibernating
31474139554,89,2,697,2,5,4,524,potential loyalists
31474223906,145,21,1129,5,4,5,455,loyal customers
31474230644,364,1,59,1,3,2,312,about to sleep
31474269386,559,1,69,1,2,2,212,hibernating
31474324784,147,1,309,1,4,4,414,promising
31474584068,559,1,69,1,2,2,212,hibernating
31474637496,554,1,49,1,2,1,211,hibernating
31474641282,148,2,108,2,4,2,422,potential loyalists
31474945206,500,2,98,2,2,2,222,hibernating
31475047848,559,1,69,1,2,2,212,hibernating
31475176748,559,1,130,1,2,3,213,hibernating
31475288632,438,2,268,2,2,3,223,hibernating
31475385496,550,1,69,1,2,2,212,hibernating
31475386886,218,3,177,2,3,3,323,about to sleep
31475573174,559,1,69,1,2,2,212,hibernating
31475588142,552,1,69,1,2,2,212,hibernating
31475606360,13,1,69,1,5,2,512,new customers
31475660420,510,1,69,1,2,2,212,hibernating
31476571308,482,2,147,2,2,3,223,hibernating
31476727590,559,1,69,1,2,2,212,hibernating
31476914432,400,2,368,2,2,4,224,hibernating
31476937544,251,1,239,1,3,3,313,about to sleep
31477070332,134,2,378,2,4,4,424,potential loyalists
31477171996,540,1,69,1,2,2,212,hibernating
31477210660,554,1,69,1,2,2,212,hibernating
31477409640,559,1,69,1,2,2,212,hibernating
31477507426,125,3,717,2,4,4,424,potential loyalists
31477863306,545,1,69,1,2,2,212,hibernating
31478063228,538,1,69,1,2,2,212,hibernating
31478344964,420,2,348,2,2,4,224,hibernating
31478504768,252,1,59,1,3,2,312,about to sleep
31478657792,20,8,492,4,5,4,544,champions
31479001888,292,1,59,1,3,2,312,about to sleep
31479013218,496,1,69,1,2,2,212,hibernating
31479516756,428,4,216,3,2,3,233,at risk
31480060550,209,2,128,2,3,3,323,about to sleep
31480126016,554,1,69,1,2,2,212,hibernating
31480186840,557,1,69,1,2,2,212,hibernating
31480307812,350,1,59,1,3,2,312,about to sleep
31480315170,312,2,348,2,3,4,324,about to sleep
31480520644,554,1,69,1,2,2,212,hibernating
31480838702,425,1,59,1,2,2,212,hibernating
31481145314,85,3,597,2,5,4,524,potential loyalists
31481169726,288,4,206,3,3,3,333,need attention
31481311092,558,1,69,1,2,2,212,hibernating
31481335732,558,1,69,1,2,2,212,hibernating
31481400550,532,1,69,1,2,2,212,hibernating
31481581828,424,1,130,1,2,3,213,hibernating
31481595416,501,2,368,2,2,4,224,hibernating
31481629430,533,1,69,1,2,2,212,hibernating
31481790394,558,1,49,1,2,1,211,hibernating
31481837298,555,2,118,2,2,3,223,hibernating
31481882172,558,1,69,1,2,2,212,hibernating
31481889584,554,1,69,1,2,2,212,hibernating
31482247472,533,1,49,1,2,1,211,hibernating
31482924860,399,2,298,2,2,3,223,hibernating
31482962248,468,1,328,1,2,4,214,hibernating
31483069662,538,1,69,1,2,2,212,hibernating
31483257416,552,1,69,1,2,2,212,hibernating
31483497556,169,2,308,2,4,4,424,potential loyalists
31483696952,539,1,69,1,2,2,212,hibernating
31483841342,111,3,617,2,4,4,424,potential loyalists
31483883420,473,1,69,1,2,2,212,hibernating
31484036704,551,1,69,1,2,2,212,hibernating
31484317808,54,2,408,2,5,4,524,potential loyalists
31484674018,13,6,590,3,5,4,534,potential loyalists
31484796336,441,1,229,1,2,3,213,hibernating
31484826180,552,1,69,1,2,2,212,hibernating
31485082466,558,1,69,1,2,2,212,hibernating
31485366748,558,1,130,1,2,3,213,hibernating
31485414864,558,1,69,1,2,2,212,hibernating
31485460714,481,1,69,1,2,2,212,hibernating
31485668420,557,1,69,1,2,2,212,hibernating
31485813458,357,2,128,2,3,3,323,about to sleep
31486199446,550,1,69,1,2,2,212,hibernating
31486413436,557,1,69,1,2,2,212,hibernating
31487943524,384,2,298,2,2,3,223,hibernating
31488460718,539,1,49,1,2,1,211,hibernating
31488476394,328,2,128,2,3,3,323,about to sleep
31488863396,315,2,378,2,3,4,324,about to sleep
31488933004,203,1,59,1,3,2,312,about to sleep
31489048790,215,2,348,2,3,4,324,about to sleep
31489091168,407,2,348,2,2,4,224,hibernating
31489159020,259,1,59,1,3,2,312,about to sleep
31489257048,551,1,69,1,2,2,212,hibernating
31489388910,167,4,1516,3,4,5,435,potential loyalists
31489609136,242,1,99,1,3,2,312,about to sleep
31489673630,264,5,2623,3,3,5,335,need attention
31489856716,210,1,488,1,3,4,314,about to sleep
31490070736,544,1,69,1,2,2,212,hibernating
31490326284,551,1,69,1,2,2,212,hibernating
31490438392,530,1,49,1,2,1,211,hibernating
31490441240,557,1,69,1,2,2,212,hibernating
31490848420,412,2,338,2,2,4,224,hibernating
31490867158,544,2,329,2,2,4,224,hibernating
31491544042,554,1,69,1,2,2,212,hibernating
31491954754,469,1,49,1,2,1,211,hibernating
31492160540,22,3,541,2,5,4,524,potential loyalists
31492574730,64,4,246,3,5,3,533,potential loyalists
31493028962,554,1,69,1,2,2,212,hibernating
31494584010,266,3,397,2,3,4,324,about to sleep
31494680132,79,1,259,1,5,3,513,new customers
31494851258,554,1,69,1,2,2,212,hibernating
31495038988,334,3,157,2,3,3,323,about to sleep
31495404136,512,1,69,1,2,2,212,hibernating
