EM_ID,Recency,Frequency,Monetary,F,R,M,RFM Score,Segment
2240722524,173,1,239,1,4,3,413,promising
2240878212,644,1,279,1,2,3,213,hibernating
2240903542,393,4,538,3,2,4,234,at risk
2240986932,1020,1,229,1,1,3,113,hibernating
2241061300,56,9,2541,4,5,5,545,champions
2241248078,971,1,225,1,1,3,113,hibernating
2241251556,263,1,239,1,3,3,313,about to sleep
2241348986,546,3,907,2,2,5,225,hibernating
2241494498,848,1,279,1,1,3,113,hibernating
2241560066,438,3,928,2,2,5,225,hibernating
2241581884,194,13,6518,4,3,5,345,loyal customers
2241642686,544,2,694,2,2,4,224,hibernating
2241654582,235,1,349,1,3,4,314,about to sleep
2241658582,76,1,349,1,5,4,514,new customers
2241721940,929,1,229,1,1,3,113,hibernating
2241787040,42,2,698,2,5,4,524,potential loyalists
2241878014,665,2,757,2,2,4,224,hibernating
2241971768,489,2,458,2,2,4,224,hibernating
2242444596,132,1,617,1,4,4,414,promising
2242461646,902,1,659,1,1,4,114,hibernating
2242553936,300,2,628,2,3,4,324,about to sleep
2242629650,348,3,178,2,3,3,323,about to sleep
2242807168,726,1,229,1,2,3,213,hibernating
2243021492,68,2,118,2,5,3,523,potential loyalists
2243046276,362,2,369,2,3,4,324,about to sleep
2243158626,40,10,1010,4,5,5,545,champions
2243225906,195,1,279,1,3,3,313,about to sleep
2243429398,90,1,309,1,5,4,514,new customers
2243571156,790,1,69,1,1,2,112,hibernating
2243751974,99,1,309,1,4,4,414,promising
2243854552,319,1,59,1,3,2,312,about to sleep
2243885250,84,3,177,2,5,3,523,potential loyalists
2244012908,252,1,349,1,3,4,314,about to sleep
2244061148,586,1,349,1,2,4,214,hibernating
2244252842,302,2,604,2,3,4,324,about to sleep
2244428888,112,3,1166,2,4,5,425,potential loyalists
2244566338,82,3,837,2,5,5,525,potential loyalists
2244834888,64,5,413,3,5,4,534,potential loyalists
2244843964,706,1,279,1,2,3,213,hibernating
2244855064,76,1,59,1,5,2,512,new customers
2244910570,36,4,740,3,5,4,534,potential loyalists
2244927628,63,1,99,1,5,2,512,new customers
2244937762,334,1,99,1,3,2,312,about to sleep
2245163240,90,1,729,1,5,4,514,new customers
2245176388,461,1,279,1,2,3,213,hibernating
2245192720,125,1,239,1,4,3,413,promising
2245264640,397,1,269,1,2,3,213,hibernating
2245362472,481,6,1914,3,2,5,235,at risk
2245439182,42,5,695,3,5,4,534,potential loyalists
2245508522,174,1,59,1,4,2,412,promising
2245592184,188,1,99,1,3,2,312,about to sleep
2245608474,169,2,508,2,4,4,424,potential loyalists
2245648250,117,1,59,1,4,2,412,promising
2245720956,489,1,49,1,2,1,211,hibernating
2245775182,722,2,558,2,2,4,224,hibernating
2245817698,607,1,49,1,2,1,211,hibernating
2245898660,34,27,2700,5,5,5,555,champions
2246076320,337,3,1892,2,3,5,325,about to sleep
2246114194,113,1,59,1,4,2,412,promising
2246270266,243,4,1046,3,3,5,335,need attention
2246276360,568,1,49,1,2,1,211,hibernating
2246306454,148,1,239,1,4,3,413,promising
2246387622,475,1,49,1,2,1,211,hibernating
2246400202,244,3,1112,2,3,5,325,about to sleep
2246518914,63,1,99,1,5,2,512,new customers
2246601050,172,2,478,2,4,4,424,potential loyalists
2246606162,74,2,748,2,5,4,524,potential loyalists
2246674594,152,3,747,2,4,4,424,potential loyalists
2246736112,41,1,279,1,5,3,513,new customers
2246908404,483,3,528,2,2,4,224,hibernating
2246971254,643,1,49,1,2,1,211,hibernating
2246996074,700,1,49,1,2,1,211,hibernating
2247002152,251,1,59,1,3,2,312,about to sleep
2247005148,602,3,133,2,2,3,223,hibernating
2247053656,145,1,279,1,4,3,413,promising
2247108292,302,1,59,1,3,2,312,about to sleep
2247282244,96,2,478,2,4,4,424,potential loyalists
2247517166,259,3,2062,2,3,5,325,about to sleep
2247651970,803,1,279,1,1,3,113,hibernating
2247717376,442,2,168,2,2,3,223,hibernating
2247738762,293,1,239,1,3,3,313,about to sleep
2247747300,629,2,1458,2,2,5,225,hibernating
2247754184,438,1,299,1,2,3,213,hibernating
2247815822,972,1,225,1,1,3,113,hibernating
2247972018,240,11,1497,4,3,5,345,loyal customers
2248001660,669,1,409,1,2,4,214,hibernating
2248114678,42,1,99,1,5,2,512,new customers
2248133054,673,2,554,2,2,4,224,hibernating
2248162466,924,2,314,2,1,4,124,hibernating
2248175596,839,2,674,2,1,4,124,hibernating
2248301814,165,1,309,1,4,4,414,promising
2248408182,340,4,566,3,3,4,334,need attention
2248412070,315,1,59,1,3,2,312,about to sleep
2248465754,299,1,309,1,3,4,314,about to sleep
2248512558,236,1,239,1,3,3,313,about to sleep
2248514916,67,6,3134,3,5,5,535,potential loyalists
2248654846,384,2,428,2,2,4,224,hibernating
2248669014,68,3,607,2,5,4,524,potential loyalists
2248747374,119,1,59,1,4,2,412,promising
2248999850,195,5,1905,3,3,5,335,need attention
2249178528,14,5,1772,3,5,5,535,potential loyalists
2249307432,328,5,276,3,3,3,333,need attention
2249662252,385,3,1208,2,2,5,225,hibernating
2249739896,431,2,458,2,2,4,224,hibernating
2249740532,105,1,239,1,4,3,413,promising
2249744732,41,1,349,1,5,4,514,new customers
2249785372,67,3,637,2,5,4,524,potential loyalists
2249826288,1085,1,405,1,1,4,114,hibernating
2249836876,131,4,946,3,4,5,435,potential loyalists
2249988554,1049,1,275,1,1,3,113,hibernating
2250174564,68,1,338,1,5,4,514,new customers
2250176778,358,1,239,1,3,3,313,about to sleep
2250226066,34,2,557,2,5,4,524,potential loyalists
2250288372,250,1,59,1,3,2,312,about to sleep
2250395268,538,1,49,1,2,1,211,hibernating
2250466596,620,2,148,2,2,3,223,hibernating
2251030470,841,1,279,1,1,3,113,hibernating
2251069938,92,2,917,2,4,5,425,potential loyalists
2251202940,202,2,108,2,3,2,322,about to sleep
2251270030,1068,1,350,1,1,4,114,hibernating
2251344418,54,1,309,1,5,4,514,new customers
2251348290,483,1,229,1,2,3,213,hibernating
2251423870,202,3,707,2,3,4,324,about to sleep
2251697238,812,1,199,1,1,3,113,hibernating
2251714006,69,2,338,2,5,4,524,potential loyalists
2251884658,189,7,3462,3,3,5,335,need attention
2251901962,300,1,239,1,3,3,313,about to sleep
2251942954,180,1,659,1,4,4,414,promising
2251950970,792,1,229,1,1,3,113,hibernating
2252014620,652,1,279,1,2,3,213,hibernating
2252039072,287,1,349,1,3,4,314,about to sleep
2252246566,385,1,229,1,2,3,213,hibernating
2252467028,460,2,1004,2,2,5,225,hibernating
2252614020,202,1,99,1,3,2,312,about to sleep
2252725456,575,3,1129,2,2,5,225,hibernating
2252757506,659,1,279,1,2,3,213,hibernating
2252849952,344,3,1047,2,3,5,325,about to sleep
2252868628,329,1,279,1,3,3,313,about to sleep
2252885336,327,3,697,2,3,4,324,about to sleep
2252956618,204,1,659,1,3,4,314,about to sleep
2252965850,495,1,49,1,2,1,211,hibernating
2253182148,244,6,1414,3,3,5,335,need attention
2253241068,400,4,947,3,2,5,235,at risk
2253288686,242,11,5728,4,3,5,345,loyal customers
2253367828,42,1,279,1,5,3,513,new customers
2253465638,354,1,59,1,3,2,312,about to sleep
2253537172,93,7,1459,3,4,5,435,potential loyalists
2253602314,85,3,755,2,5,4,524,potential loyalists
2253729756,57,1,279,1,5,3,513,new customers
2253733818,75,1,288,1,5,3,513,new customers
2253766814,316,1,239,1,3,3,313,about to sleep
2253919994,261,3,153,2,3,3,323,about to sleep
2253931124,840,3,774,2,1,4,124,hibernating
2254021460,1021,1,475,1,1,4,114,hibernating
2254088582,424,1,359,1,2,4,214,hibernating
2254172132,160,6,3243,3,4,5,435,potential loyalists
2254359312,987,2,394,2,1,4,124,hibernating
2254360816,678,1,349,1,2,4,214,hibernating
2254489742,1063,1,275,1,1,3,113,hibernating
2254517022,270,1,59,1,3,2,312,about to sleep
2254572918,106,2,1138,2,4,5,425,potential loyalists
2254622500,417,1,279,1,2,3,213,hibernating
2254647098,838,7,3606,3,1,5,135,at risk
2254659290,782,1,349,1,1,4,114,hibernating
2254709698,515,1,229,1,2,3,213,hibernating
2254764312,207,1,239,1,3,3,313,about to sleep
2254960286,234,4,202,3,3,3,333,need attention
2255191200,48,1,59,1,5,2,512,new customers
2255234368,474,1,49,1,2,1,211,hibernating
2255238986,314,1,309,1,3,4,314,about to sleep
2255309946,480,1,49,1,2,1,211,hibernating
2255344554,181,2,908,2,3,5,325,about to sleep
2255378754,396,2,98,2,2,2,222,hibernating
2255378812,802,2,398,2,1,4,124,hibernating
2255385364,846,1,279,1,1,3,113,hibernating
2255455478,110,5,855,3,4,5,435,potential loyalists
2255511862,945,1,35,1,1,1,111,hibernating
2255651224,40,14,4221,4,5,5,545,champions
2255857582,25,1,378,1,5,4,514,new customers
2255998788,266,1,59,1,3,2,312,about to sleep
2256054610,977,1,275,1,1,3,113,hibernating
2256107322,1086,1,195,1,1,3,113,hibernating
2256142486,390,3,1187,2,2,5,225,hibernating
2256192550,662,1,49,1,2,1,211,hibernating
2256258836,351,3,833,2,3,5,325,about to sleep
2256335076,767,4,4499,3,1,5,135,at risk
2256379494,588,1,279,1,2,3,213,hibernating
2256422106,666,2,867,2,2,5,225,hibernating
2256592646,699,1,35,1,2,1,211,hibernating
2256594322,186,5,3066,3,3,5,335,need attention
2256630842,400,1,99,1,2,2,212,hibernating
2256786594,587,2,619,2,2,4,224,hibernating
2256837366,680,1,500,1,2,4,214,hibernating
2257019684,495,1,49,1,2,1,211,hibernating
2257026730,285,2,314,2,3,4,324,about to sleep
2257077784,230,1,239,1,3,3,313,about to sleep
2257105788,581,1,279,1,2,3,213,hibernating
2257207426,952,1,35,1,1,1,111,hibernating
2257298028,89,5,1245,3,5,5,535,potential loyalists
2257330354,664,1,279,1,2,3,213,hibernating
2257520246,777,2,70,2,1,2,122,hibernating
2257549544,141,7,297,3,4,3,433,potential loyalists
2257647732,243,2,108,2,3,2,322,about to sleep
2257671614,97,2,236,2,4,3,423,potential loyalists
2257734296,275,7,2452,3,3,5,335,need attention
2257828976,126,3,837,2,4,5,425,potential loyalists
2258233420,451,4,304,3,2,4,234,at risk
2258437316,918,1,229,1,1,3,113,hibernating
2258475488,485,1,199,1,2,3,213,hibernating
2258494612,398,4,346,3,2,4,234,at risk
2258515712,713,1,199,1,2,3,213,hibernating
2258833906,103,3,987,2,4,5,425,potential loyalists
2258859682,546,1,99,1,2,2,212,hibernating
2258864016,36,3,551,2,5,4,524,potential loyalists
2258891874,92,2,867,2,4,5,425,potential loyalists
2259012724,48,4,295,3,5,3,533,potential loyalists
2259022260,300,1,239,1,3,3,313,about to sleep
2259083212,1057,1,275,1,1,3,113,hibernating
2259132844,567,2,84,2,2,2,222,hibernating
2259370386,517,1,279,1,2,3,213,hibernating
2259382152,400,4,1252,3,2,5,235,at risk
2259656092,463,3,147,2,2,3,223,hibernating
2259789478,225,2,807,2,3,5,325,about to sleep
2259810454,719,2,70,2,2,2,222,hibernating
2259883518,62,2,626,2,5,4,524,potential loyalists
2259960526,693,5,986,3,2,5,235,at risk
2259964304,14,2,538,2,5,4,524,potential loyalists
2259972726,533,1,199,1,2,3,213,hibernating
2260011764,578,1,1299,1,2,5,215,hibernating
2260028908,230,2,448,2,3,4,324,about to sleep
2260032186,691,1,399,1,2,4,214,hibernating
2260121480,39,13,4005,4,5,5,545,champions
2260151794,827,1,279,1,1,3,113,hibernating
2260173596,284,4,832,3,3,5,335,need attention
2260258874,154,3,698,2,4,4,424,potential loyalists
2260591386,538,1,49,1,2,1,211,hibernating
2260690090,103,1,59,1,4,2,412,promising
2260791460,946,2,648,2,1,4,124,hibernating
2260836732,293,4,1556,3,3,5,335,need attention
2260839036,470,5,1936,3,2,5,235,at risk
2260865790,475,1,279,1,2,3,213,hibernating
2260923496,113,7,2138,3,4,5,435,potential loyalists
2260923666,910,1,279,1,1,3,113,hibernating
2261098628,78,3,153,2,5,3,523,potential loyalists
2261292434,26,2,568,2,5,4,524,potential loyalists
2261386994,481,2,554,2,2,4,224,hibernating
2261390282,78,5,2685,3,5,5,535,potential loyalists
2261393064,611,3,837,2,2,5,225,hibernating
2261429556,657,1,49,1,2,1,211,hibernating
2261474128,680,1,349,1,2,4,214,hibernating
2261503460,771,1,35,1,1,1,111,hibernating
2261545012,477,2,764,2,2,4,224,hibernating
2261609826,460,1,279,1,2,3,213,hibernating
2261656974,88,1,279,1,5,3,513,new customers
2261704784,430,5,203,3,2,3,233,at risk
2261775094,377,1,229,1,2,3,213,hibernating
2261782326,645,1,49,1,2,1,211,hibernating
2261802154,966,1,195,1,1,3,113,hibernating
2261831236,419,2,468,2,2,4,224,hibernating
2261864406,342,3,967,2,3,5,325,about to sleep
2261882200,418,4,876,3,2,5,235,at risk
2261900352,106,30,1520,5,4,5,455,loyal customers
2262013774,532,1,638,1,2,4,214,hibernating
2262060658,250,2,118,2,3,3,323,about to sleep
2262152538,488,1,99,1,2,2,212,hibernating
2262227518,349,1,59,1,3,2,312,about to sleep
2262396878,645,1,539,1,2,4,214,hibernating
2262418308,341,1,279,1,3,3,313,about to sleep
2262421804,112,1,59,1,4,2,412,promising
2262441730,469,1,49,1,2,1,211,hibernating
2262489150,148,5,2132,3,4,5,435,potential loyalists
2262625052,55,3,1087,2,5,5,525,potential loyalists
2262656226,476,2,84,2,2,2,222,hibernating
2262726016,893,1,199,1,1,3,113,hibernating
2262777766,820,2,388,2,1,4,124,hibernating
2262858636,1036,1,279,1,1,3,113,hibernating
2262870354,55,1,488,1,5,4,514,new customers
2263108220,303,1,349,1,3,4,314,about to sleep
2263140230,63,1,198,1,5,3,513,new customers
2263182722,284,1,259,1,3,3,313,about to sleep
2263308106,400,11,4587,4,2,5,245,at risk
2263328152,403,1,99,1,2,2,212,hibernating
2263569576,784,1,35,1,1,1,111,hibernating
2263720100,83,9,3952,4,5,5,545,champions
2263787614,71,2,509,2,5,4,524,potential loyalists
2263997452,119,1,59,1,4,2,412,promising
2264004236,503,1,279,1,2,3,213,hibernating
2264026702,358,3,1818,2,3,5,325,about to sleep
2264111344,953,1,195,1,1,3,113,hibernating
2264145114,126,6,1114,3,4,5,435,potential loyalists
2264146286,173,5,652,3,4,4,434,potential loyalists
2264198526,392,1,279,1,2,3,213,hibernating
2264258266,609,8,1996,4,2,5,245,at risk
2264324084,14,3,677,2,5,4,524,potential loyalists
2264376084,140,18,800,5,4,5,455,loyal customers
2264396580,294,3,617,2,3,4,324,about to sleep
2264450998,155,9,2614,4,4,5,445,loyal customers
2264495852,249,1,239,1,3,3,313,about to sleep
2264587858,558,1,349,1,2,4,214,hibernating
2264605456,816,1,70,1,1,2,112,hibernating
2264700124,237,4,1812,3,3,5,335,need attention
2264826364,97,9,1880,4,4,5,445,loyal customers
2264826806,403,1,297,1,2,3,213,hibernating
2264880908,1006,2,754,2,1,4,124,hibernating
2264895584,995,1,279,1,1,3,113,hibernating
2264953600,88,3,157,2,5,3,523,potential loyalists
2265011850,102,3,153,2,4,3,423,potential loyalists
2265347660,453,6,1589,3,2,5,235,at risk
2265367758,350,1,349,1,3,4,314,about to sleep
2265504162,99,3,977,2,4,5,425,potential loyalists
2265643918,42,3,1256,2,5,5,525,potential loyalists
2265797502,378,3,1242,2,2,5,225,hibernating
2265806374,1021,1,35,1,1,1,111,hibernating
2265898570,329,1,99,1,3,2,312,about to sleep
2265908946,594,1,279,1,2,3,213,hibernating
2266064122,218,132,5262,5,3,5,355,loyal customers
2266111034,238,1,239,1,3,3,313,about to sleep
2266250664,105,13,579,4,4,4,444,loyal customers
2266311750,40,2,486,2,5,4,524,potential loyalists
2266346878,474,1,49,1,2,1,211,hibernating
2266401182,658,2,458,2,2,4,224,hibernating
2266590784,77,5,1295,3,5,5,535,potential loyalists
2266935588,266,2,808,2,3,5,325,about to sleep
2266961110,354,1,309,1,3,4,314,about to sleep
2267123356,564,3,837,2,2,5,225,hibernating
2267425080,125,1,59,1,4,2,412,promising
2267491380,441,1,49,1,2,1,211,hibernating
2267519686,908,1,199,1,1,3,113,hibernating
2267717412,482,1,405,1,2,4,214,hibernating
2267761126,260,4,1256,3,3,5,335,need attention
2267922652,56,13,3913,4,5,5,545,champions
2268107220,232,5,1077,3,3,5,335,need attention
2268138032,293,2,368,2,3,4,324,about to sleep
2268150058,557,1,99,1,2,2,212,hibernating
2268181842,697,1,49,1,2,1,211,hibernating
2268229920,671,2,264,2,2,3,223,hibernating
2268320406,14,1,279,1,5,3,513,new customers
2268588984,1036,1,660,1,1,4,114,hibernating
2268616474,330,1,59,1,3,2,312,about to sleep
2268798432,188,1,59,1,3,2,312,about to sleep
2268841070,179,1,59,1,4,2,412,promising
2269048624,112,3,1307,2,4,5,425,potential loyalists
2269343158,27,12,3816,4,5,5,545,champions
2269437922,53,4,1376,3,5,5,535,potential loyalists
2269525860,214,3,907,2,3,5,325,about to sleep
2269559364,27,22,7649,5,5,5,555,champions
2269645674,153,2,108,2,4,2,422,potential loyalists
2269689224,230,1,279,1,3,3,313,about to sleep
2269748986,580,1,49,1,2,1,211,hibernating
2269776460,1065,1,225,1,1,3,113,hibernating
2269837576,508,1,199,1,2,3,213,hibernating
2269873754,938,1,35,1,1,1,111,hibernating
2269933012,664,1,367,1,2,4,214,hibernating
2269997782,9,8,2264,4,5,5,545,champions
2270092818,1014,1,279,1,1,3,113,hibernating
2270140432,131,2,628,2,4,4,424,potential loyalists
2270182522,768,1,659,1,1,4,114,hibernating
2270354460,21,7,2349,3,5,5,535,potential loyalists
2270421366,295,3,143,2,3,3,323,about to sleep
2270443066,456,1,99,1,2,2,212,hibernating
2270479674,57,10,3253,4,5,5,545,champions
2270755584,119,1,99,1,4,2,412,promising
2270893744,487,1,49,1,2,1,211,hibernating
2271004968,783,1,229,1,1,3,113,hibernating
2271032466,469,5,1421,3,2,5,235,at risk
2271046834,481,2,1366,2,2,5,225,hibernating
2271062912,1065,1,275,1,1,3,113,hibernating
2271337158,71,5,1874,3,5,5,535,potential loyalists
2271341858,225,1,349,1,3,4,314,about to sleep
2271612850,95,2,618,2,4,4,424,potential loyalists
2271622514,376,1,49,1,2,1,211,hibernating
2271710566,173,3,1588,2,4,5,425,potential loyalists
2271764208,179,9,3065,4,4,5,445,loyal customers
2271775854,400,2,758,2,2,4,224,hibernating
2271831472,734,2,558,2,1,4,124,hibernating
2271837582,173,1,99,1,4,2,412,promising
2271865216,343,5,213,3,3,3,333,need attention
2271981544,414,1,349,1,2,4,214,hibernating
2272051304,18,77,21215,5,5,5,555,champions
2272296914,219,2,464,2,3,4,324,about to sleep
2272397230,957,1,35,1,1,1,111,hibernating
2272461546,70,3,937,2,5,5,525,potential loyalists
2272521266,419,1,439,1,2,4,214,hibernating
2272629388,470,2,98,2,2,2,222,hibernating
2272716072,371,2,788,2,2,4,224,hibernating
2272962508,62,10,4011,4,5,5,545,champions
2273001582,29,2,628,2,5,4,524,potential loyalists
2273072070,1091,1,35,1,1,1,111,hibernating
2273192200,62,1,238,1,5,3,513,new customers
2273475744,12,1,309,1,5,4,514,new customers
2273521568,350,1,239,1,3,3,313,about to sleep
2273641360,218,1,418,1,3,4,314,about to sleep
2273877420,404,1,349,1,2,4,214,hibernating
2274128248,62,1,99,1,5,2,512,new customers
2274206272,195,2,628,2,3,4,324,about to sleep
2274218182,400,3,377,2,2,4,224,hibernating
2274350360,203,3,577,2,3,4,324,about to sleep
2275062306,85,1,59,1,5,2,512,new customers
2275102520,105,2,938,2,4,5,425,potential loyalists
2275228906,249,3,1323,2,3,5,325,about to sleep
2275469182,974,1,269,1,1,3,113,hibernating
2275675534,390,2,329,2,2,4,224,hibernating
2275869640,806,1,279,1,1,3,113,hibernating
2275943802,537,1,299,1,2,3,213,hibernating
2275966794,57,12,4776,4,5,5,545,champions
2276204258,182,7,1953,3,3,5,335,need attention
2276222796,547,3,663,2,2,4,224,hibernating
2276250576,241,1,239,1,3,3,313,about to sleep
2276264752,986,1,229,1,1,3,113,hibernating
2276534534,265,2,118,2,3,3,323,about to sleep
2276549312,356,1,309,1,3,4,314,about to sleep
2276559792,29,5,265,3,5,3,533,potential loyalists
2276563058,315,9,4354,4,3,5,345,loyal customers
2276626014,1058,1,35,1,1,1,111,hibernating
2276629024,320,10,3166,4,3,5,345,loyal customers
2276667270,119,4,838,3,4,5,435,potential loyalists
2276715294,377,1,279,1,2,3,213,hibernating
2276786034,580,2,1707,2,2,5,225,hibernating
2276843482,573,1,49,1,2,1,211,hibernating
2276851508,132,1,99,1,4,2,412,promising
2276875924,230,1,59,1,3,2,312,about to sleep
2276906014,214,2,118,2,3,3,323,about to sleep
2277270556,77,13,5007,4,5,5,545,champions
2277280646,111,1,359,1,4,4,414,promising
2277396048,246,2,148,2,3,3,323,about to sleep
2277619448,272,11,4998,4,3,5,345,loyal customers
2277657916,417,4,1122,3,2,5,235,at risk
2277705130,510,4,1071,3,2,5,235,at risk
2277740440,585,1,199,1,2,3,213,hibernating
2277921642,22,17,6428,5,5,5,555,champions
2278132428,804,1,659,1,1,4,114,hibernating
2278180618,784,1,279,1,1,3,113,hibernating
2278307128,386,4,1516,3,2,5,235,at risk
2278375954,323,3,167,2,3,3,323,about to sleep
2278439600,89,5,1534,3,5,5,535,potential loyalists
2278534968,938,1,659,1,1,4,114,hibernating
2278549274,551,1,1795,1,2,5,215,hibernating
2278753738,119,11,4557,4,4,5,445,loyal customers
2278761314,565,1,229,1,2,3,213,hibernating
2278828942,20,1,569,1,5,4,514,new customers
2279184096,27,13,3520,4,5,5,545,champions
2279244730,40,1,247,1,5,3,513,new customers
2279307314,594,1,229,1,2,3,213,hibernating
2279325300,421,2,398,2,2,4,224,hibernating
2279496632,606,1,49,1,2,1,211,hibernating
2279551802,742,2,434,2,1,4,124,hibernating
2279622358,175,2,938,2,4,5,425,potential loyalists
2279631696,785,1,279,1,1,3,113,hibernating
2279701616,222,1,59,1,3,2,312,about to sleep
2279709794,71,2,847,2,5,5,525,potential loyalists
2279901934,124,5,1395,3,4,5,435,potential loyalists
2279923322,165,1,309,1,4,4,414,promising
2279961352,286,2,608,2,3,4,324,about to sleep
2279997676,61,3,1117,2,5,5,525,potential loyalists
2280262508,18,7,1373,3,5,5,535,potential loyalists
2280504016,476,4,492,3,2,4,234,at risk
2280599732,263,3,653,2,3,4,324,about to sleep
2280648486,160,2,554,2,4,4,424,potential loyalists
2280870872,501,2,84,2,2,2,222,hibernating
2280898352,281,1,279,1,3,3,313,about to sleep
2280959374,316,4,1465,3,3,5,335,need attention
2281147324,832,1,35,1,1,1,111,hibernating
2281664146,875,1,35,1,1,1,111,hibernating
2281750942,984,1,475,1,1,4,114,hibernating
2281927162,113,8,398,4,4,4,444,loyal customers
2281936226,407,6,304,3,2,4,234,at risk
2281948972,179,3,216,2,4,3,423,potential loyalists
2282056960,438,1,49,1,2,1,211,hibernating
2282067194,483,4,4076,3,2,5,235,at risk
2282090504,168,3,857,2,4,5,425,potential loyalists
2282326944,301,1,239,1,3,3,313,about to sleep
2282396128,222,3,756,2,3,4,324,about to sleep
2282453944,47,1,59,1,5,2,512,new customers
2282595244,312,2,468,2,3,4,324,about to sleep
2282666340,14,17,9923,5,5,5,555,champions
2282703846,377,2,428,2,2,4,224,hibernating
2282729650,354,1,279,1,3,3,313,about to sleep
2282763294,12,5,1065,3,5,5,535,potential loyalists
2282805760,43,20,14194,5,5,5,555,champions
2282831024,174,2,94,2,4,2,422,potential loyalists
2282997600,490,1,229,1,2,3,213,hibernating
2283059862,812,1,299,1,1,3,113,hibernating
2283085822,655,2,84,2,2,2,222,hibernating
2283171548,686,1,49,1,2,1,211,hibernating
2283180136,797,2,554,2,1,4,124,hibernating
2283257464,273,2,538,2,3,4,324,about to sleep
2283272656,161,2,508,2,4,4,424,potential loyalists
2283313942,117,3,707,2,4,4,424,potential loyalists
2283379110,40,3,1007,2,5,5,525,potential loyalists
2283413666,83,1,309,1,5,4,514,new customers
2283426408,82,1,239,1,5,3,513,new customers
2283482420,58,16,760,5,5,4,554,champions
2283611726,415,1,49,1,2,1,211,hibernating
2283692538,300,1,399,1,3,4,314,about to sleep
2283764574,348,4,1556,3,3,5,335,need attention
2283813826,232,9,3787,4,3,5,345,loyal customers
2283822354,614,2,558,2,2,4,224,hibernating
2283885564,540,3,593,2,2,4,224,hibernating
2283945132,118,1,309,1,4,4,414,promising
2284083698,343,4,716,3,3,4,334,need attention
2284092604,452,3,1443,2,2,5,225,hibernating
2284154906,106,1,279,1,4,3,413,promising
2284244890,370,1,349,1,2,4,214,hibernating
2284257308,657,1,49,1,2,1,211,hibernating
2284397006,623,3,837,2,2,5,225,hibernating
2284465412,203,1,349,1,3,4,314,about to sleep
2284558776,27,2,558,2,5,4,524,potential loyalists
2284625094,263,1,270,1,3,3,313,about to sleep
2284668100,70,4,1026,3,5,5,535,potential loyalists
2284745330,91,3,857,2,4,5,425,potential loyalists
2284786524,13,13,3851,4,5,5,545,champions
2284933246,271,1,239,1,3,3,313,about to sleep
2285010292,974,3,783,2,1,4,124,hibernating
2285118480,833,1,70,1,1,2,112,hibernating
2285127102,106,1,279,1,4,3,413,promising
2285272816,201,1,239,1,3,3,313,about to sleep
2285276264,224,5,1904,3,3,5,335,need attention
2285306378,938,1,229,1,1,3,113,hibernating
2285320096,27,4,2039,3,5,5,535,potential loyalists
2285555134,467,5,1378,3,2,5,235,at risk
2286135256,662,1,49,1,2,1,211,hibernating
2286148198,237,1,279,1,3,3,313,about to sleep
2286255150,1078,1,195,1,1,3,113,hibernating
2286367150,266,2,108,2,3,2,322,about to sleep
2286528346,813,1,788,1,1,4,114,hibernating
2286572972,403,1,99,1,2,2,212,hibernating
2286820934,435,1,49,1,2,1,211,hibernating
2287005104,1048,1,650,1,1,4,114,hibernating
2287102826,47,6,2314,3,5,5,535,potential loyalists
2287158424,760,1,35,1,1,1,111,hibernating
2287171342,118,10,2922,4,4,5,445,loyal customers
2287200340,844,1,199,1,1,3,113,hibernating
2287531152,755,3,837,2,1,5,125,hibernating
2287647312,985,1,229,1,1,3,113,hibernating
2287715288,106,8,2368,4,4,5,445,loyal customers
2287775832,428,4,866,3,2,5,235,at risk
2287782130,704,2,304,2,2,4,224,hibernating
2287915238,1001,1,275,1,1,3,113,hibernating
2288149040,407,3,837,2,2,5,225,hibernating
2288169678,966,1,195,1,1,3,113,hibernating
2288328416,1056,2,1725,2,1,5,125,hibernating
2288542878,300,1,309,1,3,4,314,about to sleep
2288568958,41,1,239,1,5,3,513,new customers
2288642388,166,4,866,3,4,5,435,potential loyalists
2288680332,761,1,299,1,1,3,113,hibernating
2288692992,14,8,1952,4,5,5,545,champions
2288695306,382,4,1447,3,2,5,235,at risk
2288706894,461,2,398,2,2,4,224,hibernating
2288717484,244,3,916,2,3,5,325,about to sleep
2288762336,306,4,1225,3,3,5,335,need attention
2288765260,68,1,99,1,5,2,512,new customers
2288827108,337,6,3139,3,3,5,335,need attention
2288848870,1021,1,499,1,1,4,114,hibernating
2288855354,147,1,239,1,4,3,413,promising
2288867822,253,1,239,1,3,3,313,about to sleep
2289011756,334,6,2863,3,3,5,335,need attention
2289078422,988,1,359,1,1,4,114,hibernating
2289131384,461,1,279,1,2,3,213,hibernating
2289281204,358,2,129,2,3,3,323,about to sleep
2289340412,76,2,508,2,5,4,524,potential loyalists
2289352620,324,1,239,1,3,3,313,about to sleep
2289611424,301,3,157,2,3,3,323,about to sleep
2290250050,220,4,1476,3,3,5,335,need attention
2290283028,582,1,199,1,2,3,213,hibernating
2290373864,168,3,1637,2,4,5,425,potential loyalists
2290377932,42,6,4894,3,5,5,535,potential loyalists
2290389542,809,4,1244,3,1,5,135,at risk
2290448772,88,1,99,1,5,2,512,new customers
2290492546,741,1,299,1,1,3,113,hibernating
2290534314,209,2,558,2,3,4,324,about to sleep
2290534568,19,9,653,4,5,4,544,champions
