ID_NORM;NOMBRE_NORM
1324_788a9895-a39a-4a83-be90-e006e2f8dce5;Director de oleoducto o gasoducto/Directora de oleoducto o gasoducto
1111_5bca96fd-4203-400b-be58-9e9b50bc98da;Diputado/Diputada
2423_e4112a88-973f-4c7a-97f5-2241e6b6833f;Asesor de empleo e integración profesional/Asesora de empleo e integración profesional
5169_d1fc31d2-38e1-4000-85b7-3f82d2fbed9e;Recepcionista de club
4227_0;Entrevistador de encuestas y de investigaciones de mercados/Entrevistadora de encuestas y de investigaciones de mercados
8211_ad7c76e8-af96-42af-99a5-d579f707758c;Montador de aeronaves/Montadora de aeronaves
9212_0;Peón de explotaciones ganaderas/Peona de explotaciones ganaderas
2422_ffade2f4-2528-4dfd-b36a-6e4092be08ed;Administrativo de la Administración pública/Administrativa de la Administración pública
6221_e0628770-57f0-4cf2-952e-5b16547db8c1;Técnico en zootecnia acuícola/Técnica en zootecnia acuícola
2636_a4dd6eae-ca75-456f-829d-333671a7c186;Capellán/Capellana
7534_0;Tapiceros, colchoneros y afines
8114_a001cf0d-b0eb-420a-a110-9408448ba8b8;Operador de máquinas cortadoras de piedra/Operadora de máquinas cortadoras de piedra
2652_0e216d47-fc12-43e9-8953-ad8ba11f4b96;Director de orquesta/Directora de orquesta
2131_68f4fdd9-182c-4c0d-a73d-f767b8a8355e;Biólogo especialista en acuicultura/Bióloga especialista en acuicultura
3315_2339733d-5a37-4031-b587-db28848e4958;Especialista en ejecución de hipotecas
3521_790c8dca-f624-4bdc-ac16-27bc13ead188;Diseñador de sonido/Diseñadora de sonido
2113_a8ccc522-f57d-4800-a821-2e5c910e8301;Técnico de ensayos químicos/Técnica de ensayos químicos
2352_622ccd55-910f-483d-8661-44c6162156bf;Profesor itinerante para alumnado con necesidades educativas especiales/Profesor itinerante para alumnado con necesidades educativas especiales
2433_c956be07-53a3-4b01-b8f8-f0c5a428eaa8;Representante técnico de ventas/Representante técnica de ventas
2433_52fcfdb9-9dcf-4591-aba5-45337f791a10;Representante técnico de ventas de maquinaria para minería y construcción/Representante técnica de ventas de maquinaria para minería y construcción
3258_64e909ad-1bd0-493c-a8dc-1afbed0c9c2f;Conductor de ambulancia/Conductora de ambulancia
9621_3cc51201-cd20-47f8-92ad-4d5861f963cf;Mozo de equipaje/Moza de equipaje
4221_79f8f68c-5509-4119-9373-8bef1c364d31;Agente de viajes
2144_24677ef2-512c-4f4a-bc1c-14bf374e9f22;Ingeniero especializado en equipos de rotación/Ingeniera especializada en equipos de rotación
1431_87e40e79-16fb-4391-9dcb-c15f40e026c1;Gerente de establecimiento de apuestas
3412_8d703e8f-1e57-4246-8a6b-cb87a760d4ab;Trabajador de cuidados sociales
1439_44cd9d91-5552-4735-86b8-4b2c5d39efc8;Gerente de lavandería y limpieza en seco
8160_28d82e8d-7379-4245-a5a0-c5a68864a528;Operador de centrifugadora/Operadora de centrifugadora
1330_f0ca39a8-1e30-487c-95f9-ef2d5e734adc;Gestor de operaciones de TIC/Gestora de operaciones de TIC
7412_6656337f-67eb-4f48-b1e4-ecccdfa44dd2;Electricista de automóviles
3119_53be4843-8f31-4645-b25c-9a5bbb04f6b6;Ingeniero técnico de procesos/Ingeniera técnica de procesos
8160_0458929a-f6c9-40ed-8ce3-caa9f03a6b5b;Molendero de café/Molendera de café
3115_edf2e989-d7c5-496e-b365-81fc5cb9eb39;Ingeniero técnico de mecatrónica/Ingeniera técnica de mecatrónica
2330_80c72c55-556a-41b1-87ef-a29c3d2afa6e;Profesor de economía y economía de la empresa en educación secundaria/Profesora de economía y economía de la empresa en educación secundaria
7223_c44f9f8c-46a6-40da-9630-cc568a18cc51;Operario de metalistería ornamental/Operaria de metalistería ornamental
2145_89860c2a-d217-432a-8636-84aa17f09c15;Ingeniero especializado en producción de gas/Ingeniera especializada en producción de gas
8160_d41ff08f-1ba9-4e39-b9b5-ad6bfe8f9611;Moldeador/moldeadora de chocolate
3151_340b04fd-6312-47e5-80ff-28222a343864;Ingeniero industrial especializado en maquinaria de refrigeración del pescado/Ingeniera industrial especializada en maquinaria de refrigeración del pescado
7233_24119471-6ca1-465b-8f48-b2aec5c60869;Mecánico de equipos de rotación/Mecánica de equipos de rotación
6112_c56295bb-ef33-4ccd-a929-59e3dd73f876;Bodeguero vinícola/Bodeguera vinícola
5212_e982a28b-9de2-460c-b85d-0f65ea0aa3ca;Vendedor de comida callejera/Vendedora de comida callejera
3122_e34b93ec-5e11-4858-ba1e-e245c4c39cec;Supervisor de montaje de industria de la madera/Supervisora de montaje de industria de la madera
3432_34e1c889-0fd1-4d1f-aba9-3b6263ae667a;Constructor de decorados/Constructora de decorados
3339_3ae4fd99-814a-4d06-a7db-5ee680c22e26;Responsable de contratación turística
9612_ff8d4065-db44-47c7-a4bd-51b3c306ef70;Encargado de la separación de residuos/Encargada de la separación de residuos
2529_7754d570-9519-48c2-b1c9-8e165f8bca0f;Gestor de seguridad de TIC/Gestora de seguridad de TIC
7321_0;Cajistas, tipógrafos y afines
3324_6fc25650-e69b-43c7-b4d5-3ca95acd7696;Mayorista de café, té, cacao y especias
7412_9422c30d-c5ef-4fcc-a493-d67ee42189c0;Electricista naval
3153_b3b32930-05f0-4b2e-93bf-34d1e3f89a3b;Instructor de vuelo/Instructora de vuelo
8152_2b136e51-154b-4cb2-8130-f73228f14b11;Operador de máquinas textiles/Operadora de máquinas textiles
2133_69e6db0b-30b4-4e0e-b95b-173f8bc3da73;Responsable de medio ambiente en aeropuertos
4224_82025c02-9082-416c-998b-f51eb0359ee6;Recepcionista de alojamientos turísticos
7214_0a7e24a8-19bd-4b45-83f0-f05d8fedf62d;Remachador/Remachadora
3432_4ed36f4c-9d5b-4a01-bf59-7f3c7844ce95;Pintor escénico/Pintora escénica
2163_bc4d1659-6860-488e-bc13-e87eb0e36f67;Diseñador de muebles/Diseñadora de muebles
2149_0cca32c2-9308-4927-adb2-14771ab787f0;Ingeniero de control de costes/Ingeniera de control de costes
3153_81a1e1f5-cce3-444d-bfc3-9771236d57cd;Ingeniero de mantenimiento de aeronaves/Ingeniera de mantenimiento de aeronaves
3334_7e46c066-2b98-4eaf-bed6-9848c79902e0;Inversor inmobiliario/Inversora inmobiliaria
2310_c90a6ebe-adcc-4395-9f5b-ff3e96e93cef;Profesor universitario de estudios religiosos/Profesora universitaria de estudios religiosos
1420_9e81adde-9983-44fa-b74b-c548d0dbfbdd;Gerente de tienda
1221_1663e9d9-857b-4efa-9ab6-886c7fc763f6;Director de servicio posventa de vehículos de motor/Directora de servicio posventa de vehículos de motor
2635_a76a05bb-e04d-4be8-953e-1ffd691dd58d;Trabajador social para el ámbito de la salud mental/Trabajadora social para el ámbito de la salud mental
5120_90f75f67-495d-49fa-ab57-2f320e251d7e;Cocinero/Cocinera
5223_38395ab3-766c-4c6c-8d96-430eff19ec8d;Agente de alquiler de coches con opción a compra
8343_8f9b20ff-86b3-478c-8054-73a220973d6f;Controlador de teleféricos automatizados/Controladora de teleféricos automatizados
2523_4543bf7b-8ffb-4ade-88b9-58da34366f04;Planificador de carga de las TIC/Planificadora de carga de las TIC
8111_4a215d87-8363-4db2-a661-3c0d816b2a70;Operador de superficie en minería/Operadora de superficie en minería
7322_ea4aff10-4d20-4a2b-886b-299c2bd349f1;Impresor offset/Impresora offset
2133_59883630-45f9-40e7-9732-9e5ff9758d2b;Coordinador de programas medioambientales/Coordinadora de programas medioambientales
7536_24e9f120-eae8-411a-8daf-c48e8ae2f5f6;Operador manual de artículos de cuero/Operadora manual de artículos de cuero
3133_b21aac17-8237-4264-bc2c-0e315346fd8f;Operador de sala de control de planta química/Operadora de sala de control de planta química
3116_dacaa18b-93f6-48b4-b4f2-cb33e21804e7;Técnico en control de calidad de productos químicos/Técnica en control de calidad de productos químicos
2262_53cdcc84-e5ee-488c-aa09-88084e06d6d7;Farmacéutico industrial/Farmacéutica industrial
9333_92371348-ef8f-41ce-9666-c903b57cc8b4;Operador de equipo ferroviario intermodaltransporte intermodal/operadora de transporte intermodal
7126_7259dc48-004a-4ceb-aa4e-5bbd548c2397;Instalador de sistemas de calefacción, ventilación y aire acondicionado/Instaladora de sistemas de calefacción, ventilación y aire acondicionado
7544_21cba86a-68c5-456c-aec2-cc04840b3c0e;Trabajador de control de plagas/Trabajadora de control de plagas
1324_b148e7a3-e5b0-4edc-b770-85ab81f36ac9;Director de importación y exportación de artículos para el hogar/Directora de importación y exportación de artículos para el hogar
3422_812276dd-95ea-428b-b05e-a61c4089063c;Profesor de esquí/Profesora de esquí
8160_7235d075-ecf6-42ba-8a60-d7e79bbce152;Operario de prensado de fruta/Operaria de prensado de fruta
2521_b11e1742-5e28-4270-b081-b0193d85ee7d;Desarrollador de bases de datos/Desarrolladora de bases de datos
7223_a1c9f8b7-c4ce-4b15-ac3c-3378c300d8f2;Operador de fresadora/Operadora de fresadora
7111_59cc9783-7289-4e1d-b80b-93c1776f49cc;Constructor inmobiliario/Constructora inmobiliaria
8172_a945757e-e171-46a9-847a-13cf04f7cd27;Operador de sierra de cinta/Operadora de sierra de cinta
3133_f1c8c186-bef9-4d72-9257-90fc4f992ab7;Operador de instalación de gas/Operadora de instalación de gas
3521_0da2ee5c-b480-498f-97a8-a292a0f4c54c;Operador de sonido/Operadora de sonido
7127_79f435d0-9bc6-4d25-a26a-acbe16569ebb;Técnico de calefacción, ventilación, refrigeración y aire acondicionado/Técnica de calefacción, ventilación, refrigeración y aire acondicionado
2132_e1fdca51-a0e1-4bea-822f-82a090ece780;Técnico consultor de explotaciones ganaderas/Técnica consultora de explotaciones ganaderas
8142_88b21b2f-350c-4f41-9680-a53f8ea708ed;Operador de máquinas para el devanado de filamentos/Operadora de máquinas para el devanado de filamentos
9215_773cf1de-50a4-42e7-bab1-e68dcbae3f54;Operario forestal/Operaria forestal
3323_cc844eb8-c81d-40ff-af3d-119700e60f23;Comprador de tejidos y material de confección/Compradora de tejidos y material de confección
1324_7ff7ab7d-12a6-4d87-ac91-8a8f3540b1c0;Director de distribución de artículos de cuero y piel/Directora de distribución de artículos de cuero y piel
8160_5520bfd0-49d3-47e5-abe0-d72354711bc0;Limpiador de granos de cacao/Limpiadora de granos de cacao
1223_62001bb7-4611-4b61-903e-d98589c0821a;Director del departamento de desarrollo de juegos/Directora del departamento de desarrollo de juegos
6113_d36b66f8-c08a-4416-953b-62c271ca7509;Gestor de cultivos hortícolas/Gestora de cultivos hortícolas
8350_837502a6-57d9-4df4-903a-8a67dd53927f;Marinero de máquinas para navegación interior/Marinera de máquinas para navegación interior
3423_234be692-befb-41df-bdf0-e1b2f4eaf5e7;Monitor de ocio y tiempo libre/Monitora de ocio y tiempo libre
2643_da4589ce-7534-4cc1-9ce4-cabf9364b87c;Localizador de textos/Localizadora de textos
1324_4311b9e0-064e-41bc-b120-5eb21f337780;Director de importación y exportación de café, té, cacao y especias/Directora de importación y exportación de café, té, cacao y especias
3324_a486b6eb-207c-4aae-ad0b-397d0744b16f;Mayorista de mobiliario de oficina
8121_25206eaa-04da-4fd6-bac7-173d7eb142dc;Operador de máquina de colada/Operadora de máquina de colada
3322_4c6b3657-316e-43b5-872a-ea763411190d;Comercial de compañías eléctricas
2320_e777fb61-16f5-476b-8262-578edfdb4d9d;Profesor de formación profesional en educación física/Profesora de formación profesional en educación física
8142_4a30b421-2fda-42d6-b7e1-1c31753f061d;Mandrilador de tubos aislantes/Mandriladora de tubos aislantes
7412_8cf68522-dfc9-43c0-9f65-892703f4705e;Oficial de señales luminosas de tierra/Oficiala de señales luminosas de tierra
8131_21a42cfb-68c7-4f84-bdd7-81de07a6fff3;Operador de sistemas de bombeo de petróleo/Operadora de sistemas de bombeo de petróleo
2355_1eb56b85-af25-43d4-9e35-73d8ee78e228;Profesor de danza/Profesora de danza
1349_6db9eeae-aef5-4f56-913d-4650e4c720c6;Director de centro penitenciario/Directora de centro penitenciario
2113_e027434f-8aa4-4d87-a070-b1d5c57749e6;Químico perfumista/Química perfumista
6129_0ee5a71a-3c85-48af-bf81-824d3561737a;Criador de animales para peletería/Criadora de animales para peletería
2310_5ac65daa-0896-4193-9f0e-8b00746b78a1;Ayudante de apoyo al personal investigador universitario
9129_0;Operario de limpieza/Operaria de limpieza
1324_f8d7d59d-242d-4903-9e0d-d2d23a0ef4c3;Director de distribución de café, té, cacao y especias/Directora de distribución de café, té, cacao y especias
3413_33ae2ba9-9835-410f-8ea6-e5ac991f5975;Monje/Monja
2146_808b5940-8092-4f08-bc37-9b60ee5761d8;Ensayador/Ensayadora
1341_fa6bd9e9-9631-4abe-b2f8-fad7bf8a819d;Director de centro de día de cuidados infantiles/Directora de centro de día de cuidados infantiles
1324_1ee8dfca-19b0-4e1a-88ed-68548f80951b;Director de importación y exportación de flores y plantas/Directora de importación y exportación de flores y plantas
1345_e1587bbb-2d4e-4726-839a-7f4895c440e7;Director de centro educativo/Directora de centro educativo
1219_e9507d34-c70f-474f-a4a3-d2cbfe50f6e9;Director de seguridad/Directora de seguridad
2144_dbc88790-a8c1-4dc4-9507-8f9dcff9c990;Diseñador de maquinaria/Diseñadora de maquinaria
2164_44508e7b-f56b-4bfb-9cd6-879838aecd94;Especialista en ordenación territorial
2141_615920c5-4f63-4eb3-8b60-afaaed3ab1ff;Técnico de mantenimiento y reparación/Técnica de mantenimiento y reparación
9112_1a8bda86-307e-4cc0-a945-ceb678ff1471;Operario de limpieza de aseos/Operaria de limpieza de aseos
3353_2c83f279-a1d1-4c9f-a6aa-5e5ee1850e46;Inspector de la Seguridad Social/Inspectora de la Seguridad Social
1420_3c1041c1-7a20-41fd-8cb2-529d7f671226;Gerente de pescadería
2144_9e47c727-5718-48f1-a567-6a4c09397a21;Ingeniero aerodinámico/Ingeniera aerodinámica
4323_c3abb0cb-c78c-4136-b9f9-f9feca9179fa;Planificador de flujo de gas/Planificador de flujo de gas
4212_2f7f5c84-b9b3-41ea-aa5f-5997d0873141;Cantador de bingo/Cantadora de bingo
3311_8ec6b513-3d44-4e94-b187-d55734a587a4;Corredor de cambio y bolsa/Corredora de cambio y bolsa
3324_58db35e3-fe1f-44d2-8a9e-ab652fc1cec2;Mayorista de carne y productos cárnicos
2352_0;Educador para necesidades especiales/Educadora para necesidades especiales
2166_2f372afe-d513-4357-abe1-e5e0b5cf9ae5;Director de iluminación/Directora de iluminación
7221_bc61e0de-2d72-471c-90c1-a9fe371020f9;Operador de prensa mecánica de forja/Operadora de prensa mecánica de forja
2310_8b128a08-606f-4bb1-806e-07e0ed98b40e;Profesor universitario de ciencias del espacio/Profesora universitaria de ciencias del espacio
7126_094b9f9b-7e89-4f34-adbb-fbaf7246f7a4;Técnico de redes hidráulicas/Técnica de redes hidráulicas
3133_6eb85dd0-1188-4081-bf54-1345fb5de3ca;Técnico de planta de biogás/Técnica de planta de biogás
3343_8cce40c1-4479-47e7-b5fc-c976631d919f;Asistente de gestión
7543_d3de3205-dd5c-4112-86bc-161e41cd77a5;Inspector de cigarros puros/Inspectora de cigarros puros
2433_bf2ca3bb-5fa5-41d9-a039-949cad61616d;Representante técnico de ventas de productos químicos/Representante técnica de ventas de productos químicos
5112_7720f392-6ea0-4455-a805-7b7eef38a709;Revisor/Revisora
7534_c9874f14-5474-43f6-b4a2-77a94f9abfb3;Tapicero de automóviles/Tapicera de automóviles
1324_63c92723-ee86-42cb-89bf-d93b65398bef;Director de importación y exportación de relojería y joyería/Directora de importación y exportación de relojería y joyería
2433_fd4b90ed-6bb4-447e-b13a-afb8015700b3;Asesor comercial para venta de productos relacionados con la energía solar/Asesora comercial para venta de productos relacionados con la energía solar
2263_789517fb-95ee-43d1-9530-c2860be1a439;Responsable de salud y seguridad
3214_500b7b14-507c-4c49-816d-c1d0b05b85e4;Técnico en ortoprótesis y productos de apoyo/Técnica en ortoprótesis y productos de apoyo
5153_589efb6c-9080-40b2-ab6a-144955675967;Sacristán/Sacristana
3339_21ae429f-a152-46a6-a73c-9ec65c7803f0;Organizador de espectáculos/Organizadora de espectáculos
2433_2d6a1cc1-cd13-42c5-a2b1-f0183bd0d253;Representante técnico de ventas de maquinaria y equipo agrícolas/Representante técnica de ventas de maquinaria y equipo agrícolas
7534_cd3f5356-a16f-4aca-9d4b-ceba2b2afec5;Tapicero de muebles/Tapicera de muebles
2143_c90e5009-37f2-4dcd-aea2-362fc817bc98;Gestor de entornos de TIC
9212_beedd3c0-d3e2-4efe-8f39-381df669ee35;Mozo de cuadra/Moza de cuadra
1346_754ce08f-b4d9-4b9c-b9d2-06f15258a3ce;Director de entidad bancaria/Directora de entidad bancaria
8143_c706886d-5bc7-4430-9a72-051fc483235f;Operador de máquinas para fabricar tejido absorbente/Operadora de máquinas para fabricar tejido absorbente
4323_562dd713-5745-4457-929e-5b909da084ca;Supervisor de operaciones de conductos de distribución/Supervisora de operaciones de conductos de distribución
2522_9e2e6e1e-363b-4e1b-a673-7bc0f7343300;Administrador de sistemas de TIC/Administradora de sistemas de TIC
1420_f2f4ed8f-c9d3-47e4-8f72-a30739bcea2b;Gerente de tienda de bebidas
1324_95d8f19e-f62b-443f-ac53-324ea8f98cf5;Director de importación y exportación de manufacturas de porcelana y vidrio/Directora de importación y exportación de manufacturas de porcelana y vidrio
7312_f96e3735-405c-4ca9-8a86-d37f64ea7164;Constructor de instrumentos musicales de viento/Constructora de instrumentos musicales de viento
7323_49b21ca8-04be-4912-a2f7-0170550e18fa;Encuadernador/Encuadernadora
6130_1c1e86f9-6347-42d6-aa6e-c95b138bf640;Agricultor de producción mixta/Agricultora de producción mixta
2320_37c44fdd-eff0-4e16-b459-b3a81fe663ec;Profesor de formación profesional en cocina y gastronomía/Profesora de formación profesional en cocina y gastronomía
9333_0;Peón de carga/Peona de carga
7322_32fcdc6f-1c8a-44e9-99b8-5519e4db4414;Técnico de impresión textil/Técnica de impresión textil
3339_4887c8a5-35d3-44c3-be69-346027e485f0;Director de animación turística/Directora de animación turística
1221_1dd7c3cb-2d58-4dad-ae15-c9081174ab7e;Director de comercialización y ventas por canales electrónicos/Directora de comercialización y ventas por canales electrónicos
7232_b27854dd-3fbe-406e-a750-54f677d55936;Coordinador de mantenimiento de aeronaves/Coordinadora de mantenimiento de aeronaves
3111_84cb6e91-ce11-409e-9306-23c9698631af;Técnico especialista en geología y estudio de la composición y propiedades de los terrenos/Técnica especialista en geología y estudio de la composición y propiedades de los terrenos
1420_f70e5875-df7e-40be-a315-3ac1c9d36d64;Gerente de tienda de artículos de segunda mano
8212_52c25b47-c36e-49ff-92ce-8a8c5413fde6;Operador de máquinas de tecnología de montaje superficial/Operadora de máquinas de tecnología de montaje superficial
1223_73ceb2f9-18e3-4cfe-9c06-e9fb31ece440;Director del departamento de investigación y desarrollo/Directora del departamento de investigación y desarrollo
1221_6ce3c372-408b-4c46-86d8-ad6b9255d686;Director de producto turístico /directora de producto turístico
8155_1ce76c3b-edee-41b4-88c2-5db9b70d8bf0;Curtidor/Curtidora
3422_388155cc-7ab8-46c7-8051-aefc7b276c84;Árbitro profesional/Árbitra profesional
3514_dc8ef7da-d2c0-4474-96a0-6d0385eeec1e;Administrador de webs/Administradora de webs
7126_461959ed-6a80-4c33-a75e-26aaeb52a5a7;Técnico instalador de sistemas de drenaje/Técnica instaladora de sistemas de drenajes
3257_c872187a-079b-413b-8503-7b5dd92abb88;Técnico especialista en legislación alimentaria/Técnica especialista en legislación alimentaria
3143_fbf3aefb-70ff-440b-8724-bac3ed5e2c93;Técnico forestal/Técnica forestal
1420_eda6cb5e-c27a-4661-b536-eadeb387dee3;Gerente de tienda de bicicletas
3123_05ebeb56-6ceb-488d-ba91-ed15088efc8e;Supervisor de construcción de puentes/Supervisora de construcción de puentes
2432_13427968-250b-4967-a682-afac5cd0af4f;Activista de campaña política
9412_e1cf6897-158d-4b48-a39e-2a3a8cac216c;Ayudante de cocina
7213_2d6d4cb2-5d46-4d1f-939b-7f55c02c64cb;Calderero de cobre y aleaciones ligeras/Calderera de cobre y aleaciones ligeras
8160_e3dc66de-99c7-4607-a82b-7244036d316d;Operario de producción de alimentos/Operaria de producción de alimentos
7543_0019b951-c699-4191-8208-9822882d150c;Inspector de dispositivos de precisión/Inspectora de dispositivos de precisión
5249_b972feaa-e2a6-4b22-9de4-18040f3f04eb;Responsable del servicio de alquiler de equipos y maquinaria
2512_d0aa0792-4345-474b-9365-686cf4869d2e;Arquitecto de software/Arquitecta de software
3112_6d1e2801-3ab0-4d74-ac27-918339e8db64;Inspector de seguridad de obras de construcción/Inspectora de seguridad de obras de construcción
3113_9aa2a36f-296e-45fe-9798-b7839e0ed389;Ingeniero técnico en electricidad/Ingeniera técnica en electricidad
9333_dddf9385-2939-4395-951a-70ef8a36cabe;Jefe de estibadores/Jefa de estibadores
2250_be2896db-9ab7-4719-a558-96b18c93027d;Quiropráctico de animales/Quiropráctica de animales
5131_a1b86a8b-ad91-4192-b386-bbf89bb11699;Recepcionista de restaurante
7312_72f4abfe-5337-49be-b9b8-32096fc2ca1f;Técnico de montaje de instrumentos musicales/Técnica de montaje de instrumentos musicales
3354_39c89133-bd2a-45db-b3eb-529b94daeeaf;Tramitador de permisos y licencias/Tramitadora de permisos y licencias
2152_e6800524-eec2-4c33-af0e-6f36d1d679bc;Ingeniero de instrumentación/Ingeniera de instrumentación
2641_4bef1707-a251-427e-9d8b-96595ec38d45;Editor de libros/Editora de libros
2422_3826cb92-27f5-40ac-8dad-70af5abd6036;Responsable de políticas de competencia
8159_2c94916d-bd7d-4855-ab89-574d2c439a63;Operador de medición de pieles y cuero/Operadora de medición de pieles y cuero
3359_d9f67d41-5e35-49c1-82a4-05ed94fbc3ab;Inspector de pesos y medidas/Inspectora de pesos y medidas
1324_625d316c-2b93-4a9c-ada2-b19efa7c611b;Director de distribución de prendas de vestir/Director de distribución de prendas de vestir
1420_97467934-a220-41ca-96df-36fc85258c47;Gerente de librería
3121_5c14982e-375d-47c5-9ea1-e9bcf3884643;Supervisor de mina/Supervisora de mina
3355_3cee6bea-4a19-4511-9bbb-fdf820857555;Agente de investigación criminal
2144_8bc48c43-d976-458a-9e3c-ee784572351d;Ingeniero en diseño de herramientas industriales/Ingeniera en diseño de herramientas industriales
8183_0;Operador de máquinas de embalaje, embotellamiento y etiquetado/Operadora de máquinas de embalaje, embotellamiento y etiquetado
3412_fc85156e-4f0b-46c4-ba66-a3b17318d932;Entrenador de vida/Entrenadora de vida
3315_f87779ae-7389-44e7-b155-16e87904857e;Gemólogo/Gemóloga
8131_ee37a4a5-5360-4e94-a749-a2b8ead08500;Mezclador de explosivos iniciadores/Mezcladora de explosivos iniciadores
3123_2e85b540-4a92-47f3-bc8c-0699c51692d1;Supervisor de instalaciones de ascensores/Supervisora de instalaciones de ascensores
7536_e666c384-2a14-4cd9-981f-7067dc0bb9a9;Cosedor de artículos de cuero/Cosedora de artículos de cuero
1420_75fb7771-0403-4116-9c01-9c5717bec600;Gerente de tienda de muebles
3119_59dae100-fdfe-44bd-8bd8-a0d3cd813ce4;Técnico de producción de calzado/Técnica de producción de calzado
3131_74332fd0-4a50-464e-9116-98fa9b8127ac;Responsable técnico de redes y centros de distribución de energía eléctrica/Responsable técnica de redes y centros de distribución de energía eléctrica
2262_5fd099da-218a-460e-bd5b-b42f1b76c67c;Farmacéutico de hospital/Farmacéutica de hospital
2269_5efb4fff-8c5f-4697-9587-034d9f6af094;Técnico de imagen en medicina nuclear/Técnica de imagen en medicina nuclear
7232_91373a70-79b6-47a2-aa50-07dfe20dd258;Técnico de mantenimiento aeronáutico/Técnica de mantenimiento aeronáutico
4323_74d47633-8e9e-4e08-9cba-d2292c211218;Consejero de seguridad de productos peligrosos/Consejera de seguridad de productos peligrosos
9121_15ab8475-549d-48a7-9d4a-5bb310015312;Lencero/Lencera
2330_570d7e74-5c65-4a9a-95ba-f8c27025c5f4;Profesor de física en educación secundaria/Profesora de física en educación secundaria
2632_11df8941-508c-4103-ad40-52cdf9430a59;Sociólogo/Socióloga
7317_b9d03330-c71c-4827-8797-3e96249d54db;Tallador/Talladora
2131_3f7b7ce5-94b6-4e0c-98e7-a4ee5a6accf4;Toxicólogo/Toxicóloga
9211_373db468-bd25-4b67-a6e0-4ac79d9a9e85;Recolector de frutas y verduras/Recolectora de frutas y verduras
8160_36b11444-8634-4194-b679-ed302acdfb22;Torrefactor de café/Torrefactora de café
3257_a092cb70-f3e3-4224-98a3-b97c0114de77;Inspector de salud ambiental/Inspectora de salud ambiental
7533_7c6fc2f0-6e16-4429-8190-f6faac0c3853;Guantero/Guantera
2310_5fdfa822-c1ba-477e-87cc-3d742e59310d;Profesor universitario de biología/Profesora universitaria de biología
4224_92b7776f-5d90-413d-b05f-51e429e28346;Empleado de campings o campamentos/Empleada de campings o campamentos
4226_6e6e44ba-d9f0-403b-93d4-a8d4bd67787a;Auditor nocturno/Auditora nocturna
8211_1a6d1acf-5956-4ba0-95bf-b15b05a02013;Montador en mecatrónica/Montadora en mecatrónica
7123_f4a22809-c00c-4dd0-8b09-c7251f8dcd1c;Escayolista
7511_6c39cf1c-7332-41c1-86c3-6ed3daf3c479;Limpiador de pescado/Limpiadora de pescado
8342_eedbf8b1-9432-4f42-ab7f-db5cd3eb2a05;Operador de excavadora/Operadora de excavadora
7412_c07ab008-79c1-4516-8dcc-8289f797dc34;Electricista de minas
2310_30058b71-fe16-45ea-a2b8-d5461c706372;Profesor de escuela de negocios/Profesora de escuela de negocios
2310_00747307-6341-4266-a061-25416f7c6a96;Profesor de teatro en escuela superior de artes escénicas/Profesora de teatro en escuela superior de artes escénicas
2432_c0489e22-6a1b-4e52-974a-eb71bbb42134;Encargado de relaciones públicas/Encargada de relaciones públicas
2642_26ca1895-2047-4c76-a678-831c85824f61;Verificador de información periodística/Verificadora de información periodística
2641_8cb59bc4-1f39-477e-beea-effed12d186c;Comunicador técnico/Comunicadora técnica
7133_c0ec3a06-1dac-4c21-9f08-4c9dfbc9d6cf;Operario de descontaminación/Operaria de descontaminación
7534_c932109b-3e4f-43aa-b346-1ea421da0adb;Técnico de interior de aeronaves/Técnica de interior de aeronaves
1420_acf28133-525f-4838-9248-d852e28b8f98;Gerente de tienda de delicatesen
9629_c28cb56b-003e-499a-8dbf-b654864e7867;Instalador de publicidad/Instaladora de publicidad
3355_3880e9e8-bc2b-48d9-8afc-a0f258c1c4b0;Inspector de policía/Inspectora de policía
3122_e2c38c87-2bcf-492a-a78e-3be9480481cc;Supervisor de montaje de vehículos de motor/Supervisora de montaje de vehículos de motor
3119_0663da10-e42c-41e8-992c-07d00ac97bea;Técnico de control de calidad de productos textiles/Técnica de control de calidad de productos textiles
7543_b9c80d74-97b6-4a4b-849e-a3908ba57ae1;Clasificador de chapas de madera/Clasificadora de chapas de madera
2643_9a2147aa-a72f-4f83-8653-c3f50d4e1e73;Intérprete de lengua de signos
2359_a6517365-211c-456d-aca4-1a0115c7b1e1;Diseñador de la estructura de contenido e-learning/ diseñadora de la estructura de contenido e-learning
8131_01da600c-ddb3-4a37-95e9-5301b459ae90;Operador de separación de nitroglicerina/Operadora de separación de nitroglicerina
7119_dd89e26f-bb5c-45cb-91c6-8b4d5d82a31f;Operario de demolición/Operaria de demolición
3334_0f5b4653-50b2-413a-826d-39d447480c21;Director de agencia inmobiliaria/Directora de agencia inmobiliaria
2145_497a65bf-04e5-48ed-939e-2a68419f8144;Enólogo/Enóloga
8212_cb8be514-9388-4ef0-a58d-cff496747610;Montador de haces de cables/Montadora de haces de cables
7522_e1416610-ad08-4f37-8b46-9f99632a5c0f;Ebanista
3240_319f9864-7f13-4b0c-a827-d50295e239ad;Técnico de reproducción asistida animal por transferencia de embriones/Técnica de reproducción asistida animal por transferencia de embriones
4311_5c1eba1e-7820-4287-9746-4c5906320100;Asistente de departamento de ventas
